card_id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
442,877,MASTERCARD,DEBIT,5048151330736420,2020-02-01,931,YES,1,9708.0,2020-01-01,2020
3877,877,AMEX,CREDIT,371643368691556,2021-11-01,683,YES,2,12000.0,2009-07-01,2011
2296,877,MASTERCARD,DEBIT,5700734711260260,2023-11-01,230,YES,1,11973.0,2012-03-01,2012
5048,128,MASTERCARD,DEBIT,5389442391430670,2022-02-01,658,YES,2,13601.0,2006-10-01,2014
1462,128,MASTERCARD,CREDIT,5079116875907420,2024-01-01,849,YES,2,7800.0,2020-02-01,2020
4269,775,VISA,DEBIT,4390425683290560,2023-10-01,790,YES,2,17816.0,2008-08-01,2016
5188,1536,MASTERCARD,DEBIT,5217568630125700,2021-03-01,625,NO,2,17707.0,2010-10-01,2010
2874,1536,AMEX,CREDIT,397856635669220,2020-11-01,2,YES,1,9500.0,2005-05-01,2009
3041,140,MASTERCARD,DEBIT,5529182104663860,2022-01-01,182,YES,1,19110.0,2010-05-01,2011
5312,140,MASTERCARD,DEBIT,5489017664251280,2023-08-01,196,YES,1,13428.0,2016-10-01,2016
4150,140,MASTERCARD,DEBIT,5793675314684780,2022-06-01,43,YES,1,24608.0,2005-08-01,2009
152,140,MASTERCARD,DEBIT,5845373196638990,2022-09-01,111,YES,1,13441.0,2008-01-01,2011
443,1884,MASTERCARD,DEBIT (PREPAID),5750288075891800,2020-02-01,788,YES,2,74.0,2020-01-01,2020
3377,1874,MASTERCARD,DEBIT,5429789020188280,2012-10-01,674,YES,1,17872.0,2008-06-01,2008
5789,1874,MASTERCARD,CREDIT,5301114615829910,2022-09-01,425,YES,1,12900.0,2003-12-01,2010
2106,1874,MASTERCARD,DEBIT,5571104183564020,2024-05-01,52,YES,2,25264.0,2006-03-01,2020
2078,1874,MASTERCARD,DEBIT,5401948301255030,2022-12-01,920,YES,2,20634.0,2005-03-01,2007
5866,1310,VISA,CREDIT,4295364044956970,2007-04-01,656,YES,2,12200.0,2006-12-01,2010
173,1310,VISA,CREDIT,4737484014371340,2010-02-01,221,YES,2,5500.0,2008-01-01,2008
1771,1689,VISA,CREDIT,4509365132510760,2020-03-01,281,NO,2,6600.0,2020-02-01,2020
6132,1689,MASTERCARD,DEBIT,5068255294282300,2020-11-01,890,YES,1,25815.0,2017-12-01,2017
327,379,AMEX,CREDIT,354813103334804,2021-06-01,527,YES,2,8400.0,2014-01-01,2014
2019,379,MASTERCARD,DEBIT,5910929635230860,2020-02-01,525,YES,1,21628.0,2001-03-01,2008
3881,379,MASTERCARD,DEBIT,5400182448188960,2021-10-01,412,YES,1,24232.0,2009-07-01,2009
1166,34,MASTERCARD,DEBIT,5039048842448180,2023-11-01,339,YES,2,10775.0,2009-02-01,2010
3342,34,MASTERCARD,DEBIT (PREPAID),5672012369002300,2020-02-01,598,YES,2,105.0,2007-06-01,2013
5622,822,VISA,CREDIT,4336733185475860,2021-01-01,221,NO,2,7100.0,2010-11-01,2010
5424,822,MASTERCARD,DEBIT,5985582173054290,2024-07-01,951,YES,1,29351.0,2005-11-01,2007
2558,822,MASTERCARD,DEBIT,5281056728185170,2020-03-01,835,YES,2,15125.0,2008-04-01,2012
5385,822,MASTERCARD,CREDIT,5615660494634700,2021-11-01,865,YES,2,8000.0,2003-11-01,2008
5596,822,MASTERCARD,DEBIT (PREPAID),5314878099448740,2011-05-01,994,YES,1,83.0,2010-11-01,2010
3991,1499,AMEX,CREDIT,311095486859536,2024-01-01,536,YES,2,23700.0,2012-07-01,2012
6126,1780,VISA,CREDIT,4624747592911120,2024-02-01,986,YES,2,700.0,2016-12-01,2016
3756,1806,MASTERCARD,DEBIT,5595562388674400,2024-07-01,594,YES,2,7488.0,2006-07-01,2016
971,811,VISA,CREDIT,4171022488649330,2002-01-01,225,NO,1,24900.0,1999-02-01,2010
2079,811,MASTERCARD,DEBIT,5246337038556760,2021-06-01,638,YES,2,30971.0,2005-03-01,2020
387,811,AMEX,CREDIT,399966116933253,2024-01-01,343,YES,1,24400.0,2020-01-01,2020
444,811,MASTERCARD,DEBIT,5064137987234660,2020-02-01,599,YES,2,53549.0,2020-01-01,2020
5277,811,VISA,DEBIT,4905540969337030,2018-09-01,573,YES,1,53036.0,2013-10-01,2013
4358,811,MASTERCARD,DEBIT,5703849820939460,2024-12-01,300,YES,1,35750.0,2011-08-01,2011
2318,811,VISA,DEBIT,4055403312631050,2021-07-01,902,YES,1,33375.0,2013-03-01,2013
6019,1844,VISA,DEBIT (PREPAID),4587476056357150,2023-07-01,858,YES,2,22.0,2010-12-01,2010
4421,1844,DISCOVER,CREDIT,6521426249819190,2020-11-01,608,YES,1,13100.0,2014-08-01,2014
3702,1844,VISA,DEBIT,4199712815274630,2024-10-01,440,YES,1,16516.0,2003-07-01,2011
2854,1844,MASTERCARD,CREDIT,5172743861765170,2016-07-01,906,YES,1,15700.0,2004-05-01,2011
4114,1844,MASTERCARD,DEBIT,5214643602729090,2024-05-01,474,YES,1,21058.0,2003-08-01,2007
28,1852,VISA,DEBIT,4013876625955760,2023-10-01,543,YES,2,36425.0,2002-01-01,2004
6127,1852,VISA,DEBIT (PREPAID),4966050979388900,2021-03-01,585,YES,2,91.0,2016-12-01,2016
2477,1852,MASTERCARD,CREDIT,5247576622089390,2021-09-01,379,YES,1,13400.0,2005-04-01,2014
2632,1852,MASTERCARD,CREDIT,5911319900289830,2021-04-01,37,YES,2,21600.0,2010-04-01,2010
1463,1231,MASTERCARD,DEBIT,5058769177189800,2020-02-01,12,NO,1,9090.0,2020-02-01,2020
5679,970,VISA,DEBIT,4682877628388630,2023-02-01,846,NO,1,25942.0,2012-11-01,2012
1012,970,MASTERCARD,CREDIT,5882842508952740,2019-07-01,614,YES,2,10700.0,2003-02-01,2013
1464,970,MASTERCARD,CREDIT,5637149260486790,2022-07-01,630,YES,2,4900.0,2020-02-01,2020
1465,381,MASTERCARD,CREDIT,5115700923413240,2022-04-01,587,NO,1,18100.0,2020-02-01,2020
388,1134,AMEX,CREDIT,324640473359364,2024-03-01,659,YES,2,7200.0,2020-01-01,2020
3708,1296,MASTERCARD,DEBIT,5033428838471720,2020-02-01,546,YES,2,22660.0,2004-07-01,2007
3087,1296,DISCOVER,CREDIT,6969946254132650,2022-12-01,588,YES,1,19800.0,2011-05-01,2011
67,1296,MASTERCARD,CREDIT,5181226307106930,2024-11-01,820,YES,2,15500.0,2005-01-01,2014
80,1296,VISA,DEBIT (PREPAID),4310689470082080,2023-06-01,458,YES,1,13.0,2005-01-01,2008
3665,1296,MASTERCARD,DEBIT,5051066154001740,2021-06-01,526,YES,2,4317.0,2001-07-01,2011
2014,1880,MASTERCARD,DEBIT,5456915066505060,2021-12-01,553,NO,1,14719.0,2000-03-01,2008
4906,1880,MASTERCARD,DEBIT,5132664334960880,2021-05-01,593,YES,1,9532.0,2017-09-01,2017
3757,1880,MASTERCARD,CREDIT,5752873844240560,2020-03-01,486,YES,1,10900.0,2006-07-01,2014
5365,322,MASTERCARD,CREDIT,5494228198326750,2024-09-01,428,YES,2,6200.0,2001-11-01,2012
5425,322,MASTERCARD,DEBIT,5789639625525450,2012-12-01,43,YES,2,2903.0,2005-11-01,2011
5758,322,MASTERCARD,DEBIT,5392957769023380,2020-10-01,803,YES,2,4355.0,1999-12-01,2010
5482,461,MASTERCARD,DEBIT,5182820825620430,2021-04-01,126,YES,1,28963.0,2007-11-01,2012
3172,461,MASTERCARD,DEBIT,5102353988152900,2022-12-01,667,YES,2,20913.0,2016-05-01,2016
1209,461,MASTERCARD,DEBIT,5033135709911480,2024-07-01,170,YES,1,23344.0,2010-02-01,2010
5313,461,MASTERCARD,DEBIT,5611522756791990,2020-01-01,882,YES,2,33642.0,2016-10-01,2016
4762,1165,MASTERCARD,DEBIT,5037404409791940,2022-01-01,681,YES,1,14695.0,2010-09-01,2011
126,1448,MASTERCARD,CREDIT,5571363047071890,2023-09-01,510,YES,1,13200.0,2007-01-01,2015
4685,1448,VISA,DEBIT,4083033843851770,2020-01-01,173,YES,1,29950.0,2008-09-01,2013
5907,1448,VISA,CREDIT,4829916759482890,2024-07-01,768,YES,2,4600.0,2007-12-01,2011
2428,1288,MASTERCARD,DEBIT,5458492483408540,2022-12-01,92,YES,1,10051.0,2002-04-01,2011
1013,1288,MASTERCARD,DEBIT,5879094230635420,2015-12-01,729,YES,2,9796.0,2003-02-01,2013
5145,1178,MASTERCARD,DEBIT,5769435406360320,2021-10-01,957,YES,1,17826.0,2009-10-01,2009
5854,1178,MASTERCARD,DEBIT,5588799529406910,2024-11-01,778,YES,1,19086.0,2006-12-01,2009
5296,1178,VISA,DEBIT,4410685608952630,2024-06-01,265,YES,2,17345.0,2014-10-01,2014
1327,1178,VISA,DEBIT,4470822684089910,2020-09-01,923,YES,2,17976.0,2013-02-01,2013
383,1178,VISA,DEBIT,4804338444306720,2022-01-01,279,YES,2,16447.0,2019-01-01,2019
5129,1391,VISA,DEBIT,4194362281636450,2024-10-01,271,YES,2,29573.0,2008-10-01,2009
5995,1391,MASTERCARD,DEBIT (PREPAID),5436469451844820,2021-12-01,48,YES,2,98.0,2010-12-01,2010
4107,1391,MASTERCARD,DEBIT,5648865641388290,2019-08-01,71,YES,2,2559.0,2002-08-01,2012
36,1391,MASTERCARD,DEBIT,5914243757284140,2012-10-01,436,YES,2,6552.0,2003-01-01,2010
445,838,MASTERCARD,CREDIT,5193780952753620,2021-01-01,591,YES,2,13800.0,2020-01-01,2020
1466,54,MASTERCARD,DEBIT,5957925302951750,2020-08-01,746,YES,1,16375.0,2020-02-01,2020
749,54,VISA,DEBIT,4557061225558440,2023-05-01,780,YES,1,14213.0,2020-01-01,2020
1772,54,VISA,DEBIT (PREPAID),4883222888293060,2020-09-01,2,YES,1,73.0,2020-02-01,2020
3801,1452,MASTERCARD,DEBIT,5476407228285230,2022-11-01,688,YES,2,53466.0,2007-07-01,2013
282,1602,VISA,CREDIT,4698943729070490,2020-09-01,450,YES,1,6600.0,2011-01-01,2013
6105,1602,MASTERCARD,CREDIT,5579147219556300,2022-06-01,806,NO,2,7200.0,2015-12-01,2015
446,1938,MASTERCARD,DEBIT,5099614207935760,2020-11-01,856,YES,1,2868.0,2020-01-01,2020
422,1938,DISCOVER,CREDIT,6177503172021500,2024-05-01,97,YES,1,3400.0,2020-01-01,2020
5231,1492,MASTERCARD,DEBIT,5188130978534930,2022-01-01,446,YES,1,12915.0,2011-10-01,2013
2615,1492,VISA,DEBIT (PREPAID),4860320285002450,2023-12-01,366,YES,2,84.0,2009-04-01,2017
2776,1492,DISCOVER,CREDIT,6417599205270840,2021-07-01,504,YES,2,17600.0,2018-04-01,2018
5452,1492,MASTERCARD,DEBIT,5516722949603670,2012-12-01,621,YES,1,31542.0,2006-11-01,2009
3563,1492,MASTERCARD,DEBIT,5891053637541510,2022-02-01,362,YES,2,23049.0,2013-06-01,2013
6134,1492,VISA,DEBIT,4222570131769030,2020-05-01,141,YES,1,29734.0,2017-12-01,2017
4818,1492,VISA,CREDIT,4453742478192140,2020-01-01,346,YES,2,27000.0,2011-09-01,2016
2171,1492,MASTERCARD,DEBIT (PREPAID),5335984658439100,2022-11-01,320,YES,1,18.0,2008-03-01,2010
6106,688,MASTERCARD,DEBIT,5708150083756690,2023-04-01,824,YES,1,17848.0,2015-12-01,2015
3042,688,MASTERCARD,DEBIT,5238684130320060,2022-11-01,870,NO,1,25563.0,2010-05-01,2010
5209,688,VISA,CREDIT,4740880792169370,2020-04-01,168,YES,2,12000.0,2010-10-01,2010
1296,688,AMEX,CREDIT,361648729239104,2018-11-01,709,NO,2,6600.0,2012-02-01,2012
389,749,AMEX,CREDIT,363305614201313,2023-09-01,943,NO,1,5600.0,2020-01-01,2020
1773,749,VISA,DEBIT,4360859456629850,2022-11-01,428,YES,3,11873.0,2020-02-01,2020
1467,749,MASTERCARD,CREDIT,5498016831726770,2020-02-01,871,YES,1,7200.0,2020-02-01,2020
1395,643,AMEX,CREDIT,381572912003735,2024-08-01,145,YES,1,10000.0,2020-02-01,2020
5597,643,MASTERCARD,CREDIT,5079302523329050,2023-04-01,381,YES,2,500.0,2010-11-01,2010
1468,1219,MASTERCARD,DEBIT,5546998350637120,2020-02-01,718,YES,1,22697.0,2020-02-01,2020
2309,1219,MASTERCARD,CREDIT,5326031764905960,2023-08-01,437,YES,1,18000.0,2013-03-01,2013
3466,1219,MASTERCARD,DEBIT,5096150037217370,2024-10-01,862,YES,1,32903.0,2010-06-01,2010
2804,1198,VISA,DEBIT,4489873116412360,2021-08-01,547,YES,2,12764.0,1999-05-01,2010
1388,1198,MASTERCARD,CREDIT,5621725368325860,2022-10-01,60,YES,1,6300.0,2019-02-01,2019
4660,898,MASTERCARD,DEBIT,5923138803280580,2022-02-01,934,YES,2,7541.0,2008-09-01,2013
3356,898,VISA,DEBIT,4447989421793040,2022-03-01,995,YES,2,1266.0,2007-06-01,2012
4870,898,MASTERCARD,CREDIT,5000307662634780,2020-04-01,263,NO,1,9500.0,2014-09-01,2014
3467,882,MASTERCARD,DEBIT,5707305515533510,2020-04-01,203,YES,2,1837.0,2010-06-01,2010
1079,882,MASTERCARD,DEBIT,5864987017850550,2023-08-01,258,YES,2,17453.0,2006-02-01,2008
2977,348,VISA,DEBIT,4228885239928180,2013-10-01,543,NO,1,28283.0,2008-05-01,2012
3073,348,VISA,CREDIT,4210237285941910,2020-04-01,160,YES,1,13500.0,2010-05-01,2012
3554,348,VISA,CREDIT,4877073763902890,2014-07-01,786,YES,2,13300.0,2012-06-01,2012
2597,633,MASTERCARD,DEBIT,5558040779986500,2021-09-01,69,YES,2,17941.0,2009-04-01,2009
3489,1493,VISA,CREDIT,4642496218651970,2018-04-01,594,YES,1,14400.0,2010-06-01,2012
4003,1493,VISA,CREDIT,4244401907291510,2020-04-01,120,YES,1,4400.0,2012-07-01,2012
1469,1493,MASTERCARD,CREDIT,5157439545898690,2020-03-01,657,YES,1,13000.0,2020-02-01,2020
1774,1493,VISA,DEBIT,4079516725179260,2023-04-01,72,YES,2,22701.0,2020-02-01,2020
1470,1161,MASTERCARD,CREDIT,5597117503471640,2024-08-01,934,NO,1,16100.0,2020-02-01,2020
1471,1161,MASTERCARD,DEBIT,5808372218918200,2023-09-01,138,YES,2,7629.0,2020-02-01,2020
2691,217,MASTERCARD,DEBIT,5565497732362120,2022-03-01,430,NO,1,16538.0,2012-04-01,2012
174,217,VISA,DEBIT,4072893581482200,2020-12-01,578,YES,2,22746.0,2008-01-01,2010
1364,217,MASTERCARD,DEBIT,5161929618424760,2016-07-01,743,YES,1,9737.0,2016-02-01,2016
1266,217,MASTERCARD,CREDIT,5359358098670030,2019-07-01,428,YES,1,6500.0,2011-02-01,2014
1267,217,MASTERCARD,DEBIT,5093514487076210,2020-06-01,889,YES,2,2650.0,2011-02-01,2013
207,217,VISA,CREDIT,4409790595650710,2012-05-01,839,YES,2,8200.0,2009-01-01,2011
5448,217,AMEX,CREDIT,373325875666765,2022-01-01,204,YES,2,6200.0,2006-11-01,2013
5449,1877,AMEX,CREDIT,366837170672753,2021-01-01,803,YES,2,22600.0,2006-11-01,2014
2107,1877,MASTERCARD,DEBIT,5260255791659840,2024-05-01,428,YES,2,6940.0,2006-03-01,2009
2398,1877,MASTERCARD,DEBIT,5911939393457820,2024-03-01,410,YES,2,23408.0,1996-04-01,2008
5414,1877,VISA,CREDIT,4226284680001630,2022-09-01,966,YES,2,9700.0,2004-11-01,2007
3758,668,MASTERCARD,DEBIT,5624997997810580,2024-06-01,992,NO,2,10538.0,2006-07-01,2006
4097,668,MASTERCARD,DEBIT,5752209560237460,2023-03-01,385,YES,2,6853.0,2001-08-01,2006
5778,668,MASTERCARD,DEBIT,5470018669871080,2020-10-01,598,YES,2,607.0,2002-12-01,2010
4318,668,MASTERCARD,CREDIT,5764603958082860,2021-08-01,397,YES,1,0.0,2010-08-01,2010
5015,668,VISA,DEBIT,4378354586828460,2021-06-01,644,YES,2,8253.0,2004-10-01,2011
750,533,VISA,DEBIT,4415203972868490,2020-09-01,847,YES,2,8492.0,2020-01-01,2020
242,203,VISA,CREDIT,4716309780327850,2022-07-01,275,YES,1,9100.0,2010-01-01,2010
3966,203,MASTERCARD,CREDIT,5175414290540890,2022-04-01,497,NO,2,2600.0,2011-07-01,2011
5375,203,MASTERCARD,CREDIT,5079431552272490,2024-05-01,813,NO,1,7300.0,2002-11-01,2010
5166,1738,VISA,CREDIT,4841586209388610,2020-08-01,207,YES,1,15000.0,2009-10-01,2009
1472,1738,MASTERCARD,CREDIT,5133341979041600,2024-04-01,497,YES,2,18700.0,2020-02-01,2020
751,1738,VISA,DEBIT,4044685132149960,2021-05-01,579,YES,1,21458.0,2020-01-01,2020
5623,1738,VISA,CREDIT,4825181289428260,2020-04-01,635,NO,1,15700.0,2010-11-01,2014
6099,713,MASTERCARD,DEBIT,5533057740649370,2020-01-01,13,YES,2,20765.0,2014-12-01,2014
1473,713,MASTERCARD,DEBIT,5137811039972620,2022-06-01,170,NO,2,18101.0,2020-02-01,2020
1775,713,VISA,CREDIT,4409545480052950,2024-11-01,528,YES,1,8400.0,2020-02-01,2020
447,713,MASTERCARD,DEBIT,5169705466479210,2020-03-01,66,YES,1,1737.0,2020-01-01,2020
1474,1631,MASTERCARD,CREDIT,5782138554730430,2020-02-01,217,YES,2,20900.0,2020-02-01,2020
1776,1631,VISA,CREDIT,4450097042295690,2021-11-01,601,YES,1,23700.0,2020-02-01,2020
448,1631,MASTERCARD,CREDIT,5298079382002760,2021-11-01,989,YES,1,17500.0,2020-01-01,2020
5978,1487,VISA,DEBIT,4911894810892310,2024-06-01,769,YES,1,26083.0,2009-12-01,2009
2978,1487,VISA,DEBIT,4394014058373530,2022-10-01,943,YES,1,31589.0,2008-05-01,2008
4946,1487,VISA,CREDIT,4984110253172320,2021-06-01,453,YES,2,24200.0,2000-10-01,2013
1475,1265,MASTERCARD,DEBIT,5658875071888530,2020-02-01,190,YES,2,18321.0,2020-02-01,2020
5376,370,MASTERCARD,DEBIT,5377126168537130,2022-10-01,94,YES,2,7551.0,2002-11-01,2010
4127,370,MASTERCARD,DEBIT,5606824501502070,2014-06-01,451,YES,1,15377.0,2004-08-01,2011
5093,370,VISA,DEBIT,4501704511432200,2023-03-01,324,YES,1,12990.0,2007-10-01,2016
3490,370,VISA,DEBIT,4015096339812700,2023-02-01,494,YES,1,8509.0,2010-06-01,2010
5702,1014,VISA,DEBIT,4467199760802870,2014-11-01,176,YES,1,96907.0,2014-11-01,2014
2200,1014,VISA,CREDIT,4081474027835140,2015-07-01,45,YES,1,43900.0,2008-03-01,2013
5436,1014,VISA,DEBIT (PREPAID),4868297041449160,2020-10-01,440,YES,2,76.0,2005-11-01,2007
449,290,MASTERCARD,DEBIT,5843714671989150,2020-01-01,533,YES,2,50915.0,2020-01-01,2020
1777,290,VISA,DEBIT,4052306795072860,2021-12-01,369,YES,2,31767.0,2020-02-01,2020
3862,985,VISA,CREDIT,4229889369220690,2024-04-01,82,YES,2,13200.0,2008-07-01,2010
1268,985,MASTERCARD,CREDIT,5936949471946670,2022-10-01,372,YES,2,16000.0,2011-02-01,2012
752,985,VISA,DEBIT,4748458102584200,2024-07-01,223,YES,2,18132.0,2020-01-01,2020
2704,985,VISA,CREDIT,4862788591864790,2019-02-01,466,YES,1,300.0,2012-04-01,2012
2808,135,MASTERCARD,DEBIT,5736838327060440,2022-11-01,714,YES,2,2236.0,2000-05-01,2015
4791,135,VISA,DEBIT,4528854599819260,2019-08-01,451,YES,2,21591.0,2010-09-01,2010
