card_id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
4403,1747,Mastercard,Debit,5569640141329520,2024-09-01,904,YES,1,$18424,2013-08-01,2013
4120,1747,Visa,Credit,4708914311449290,2023-07-01,149,NO,1,$15400,2003-08-01,2008
4224,1747,Visa,Debit,4795724941278910,2022-02-01,136,YES,2,$14548,2007-08-01,2013
4895,1747,Mastercard,Credit,5300159511214990,2016-12-01,740,YES,2,$10100,2016-09-01,2016
1028,153,Discover,Credit,6580244636542190,2011-04-01,416,YES,1,$11200,2004-02-01,2008
5956,153,Mastercard,Debit,5032457975030960,2024-10-01,240,YES,2,$20291,2009-12-01,2011
107,153,Visa,Debit,4382324870900900,2018-08-01,852,YES,1,$32092,2006-01-01,2010
440,153,Mastercard,Debit,5456808094753900,2020-02-01,217,YES,1,$20463,2020-01-01,2020
746,429,Visa,Debit,4465362453388900,2022-08-01,738,YES,1,$15802,2020-01-01,2020
1769,429,Visa,Debit,4668447208616690,2020-02-01,314,NO,2,$4612,2020-02-01,2020
421,429,Discover,Credit,6377595394803320,2020-07-01,675,YES,2,$19900,2020-01-01,2020
974,511,Mastercard,Debit (Prepaid),5117090980312400,2020-10-01,42,YES,1,$73,2000-02-01,2012
4707,511,Mastercard,Debit,5377858405611170,2024-01-01,24,YES,1,$11858,2009-09-01,2010
7,511,Mastercard,Debit,5585238056278280,2005-03-01,749,YES,1,$9664,1998-01-01,2011
2212,511,Mastercard,Debit,5355281784290560,2020-06-01,810,YES,1,$8367,2009-03-01,2009
1038,511,Visa,Credit,4150093118072730,2022-06-01,135,YES,2,$6100,2004-02-01,2009
1460,309,Mastercard,Debit,5979295728871780,2020-02-01,630,YES,3,$9944,2020-02-01,2020
747,309,Visa,Credit,4473643731469830,2020-01-01,771,YES,1,$7900,2020-01-01,2020
1770,309,Visa,Credit,4800116569994470,2020-12-01,201,YES,1,$5600,2020-02-01,2020
748,777,Visa,Debit,4832328468851060,2023-08-01,580,YES,1,$68400,2020-01-01,2020
441,777,Mastercard,Debit,5278075482033390,2023-04-01,437,YES,2,$77237,2020-01-01,2020
3679,1946,Visa,Debit,4869845530765330,2024-08-01,701,YES,2,$4488,2002-07-01,2015
5701,1946,Visa,Credit,4231526239204030,2020-02-01,499,YES,2,$12500,2014-11-01,2014
4510,1674,Mastercard,Debit,5813611925507600,2020-12-01,734,YES,2,$23432,2001-09-01,2008
2873,1674,Amex,Credit,366520954874839,2022-05-01,447,YES,2,$8800,2005-05-01,2011
1461,482,Mastercard,Credit,5392697458480960,2020-02-01,886,YES,2,$12100,2020-02-01,2020
442,877,Mastercard,Debit,5048151330736420,2020-02-01,931,YES,1,$9708,2020-01-01,2020
3877,877,Amex,Credit,371643368691556,2021-11-01,683,YES,2,$12000,2009-07-01,2011
2296,877,Mastercard,Debit,5700734711260260,2023-11-01,230,YES,1,$11973,2012-03-01,2012
5048,128,Mastercard,Debit,5389442391430670,2022-02-01,658,YES,2,$13601,2006-10-01,2014
1462,128,Mastercard,Credit,5079116875907420,2024-01-01,849,YES,2,$7800,2020-02-01,2020
4269,775,Visa,Debit,4390425683290560,2023-10-01,790,YES,2,$17816,2008-08-01,2016
5188,1536,Mastercard,Debit,5217568630125700,2021-03-01,625,NO,2,$17707,2010-10-01,2010
2874,1536,Amex,Credit,397856635669220,2020-11-01,2,YES,1,$9500,2005-05-01,2009
3041,140,Mastercard,Debit,5529182104663860,2022-01-01,182,YES,1,$19110,2010-05-01,2011
5312,140,Mastercard,Debit,5489017664251280,2023-08-01,196,YES,1,$13428,2016-10-01,2016
4150,140,Mastercard,Debit,5793675314684780,2022-06-01,43,YES,1,$24608,2005-08-01,2009
152,140,Mastercard,Debit,5845373196638990,2022-09-01,111,YES,1,$13441,2008-01-01,2011
443,1884,Mastercard,Debit (Prepaid),5750288075891800,2020-02-01,788,YES,2,$74,2020-01-01,2020
3377,1874,Mastercard,Debit,5429789020188280,2012-10-01,674,YES,1,$17872,2008-06-01,2008
5789,1874,Mastercard,Credit,5301114615829910,2022-09-01,425,YES,1,$12900,2003-12-01,2010
2106,1874,Mastercard,Debit,5571104183564020,2024-05-01,52,YES,2,$25264,2006-03-01,2020
2078,1874,Mastercard,Debit,5401948301255030,2022-12-01,920,YES,2,$20634,2005-03-01,2007
5866,1310,Visa,Credit,4295364044956970,2007-04-01,656,YES,2,$12200,2006-12-01,2010
173,1310,Visa,Credit,4737484014371340,2010-02-01,221,YES,2,$5500,2008-01-01,2008
1771,1689,Visa,Credit,4509365132510760,2020-03-01,281,NO,2,$6600,2020-02-01,2020
6132,1689,Mastercard,Debit,5068255294282300,2020-11-01,890,YES,1,$25815,2017-12-01,2017
327,379,Amex,Credit,354813103334804,2021-06-01,527,YES,2,$8400,2014-01-01,2014
2019,379,Mastercard,Debit,5910929635230860,2020-02-01,525,YES,1,$21628,2001-03-01,2008
3881,379,Mastercard,Debit,5400182448188960,2021-10-01,412,YES,1,$24232,2009-07-01,2009
1166,34,Mastercard,Debit,5039048842448180,2023-11-01,339,YES,2,$10775,2009-02-01,2010
3342,34,Mastercard,Debit (Prepaid),5672012369002300,2020-02-01,598,YES,2,$105,2007-06-01,2013
5622,822,Visa,Credit,4336733185475860,2021-01-01,221,NO,2,$7100,2010-11-01,2010
5424,822,Mastercard,Debit,5985582173054290,2024-07-01,951,YES,1,$29351,2005-11-01,2007
2558,822,Mastercard,Debit,5281056728185170,2020-03-01,835,YES,2,$15125,2008-04-01,2012
5385,822,Mastercard,Credit,5615660494634700,2021-11-01,865,YES,2,$8000,2003-11-01,2008
5596,822,Mastercard,Debit (Prepaid),5314878099448740,2011-05-01,994,YES,1,$83,2010-11-01,2010
3991,1499,Amex,Credit,311095486859536,2024-01-01,536,YES,2,$23700,2012-07-01,2012
6126,1780,Visa,Credit,4624747592911120,2024-02-01,986,YES,2,$700,2016-12-01,2016
3756,1806,Mastercard,Debit,5595562388674400,2024-07-01,594,YES,2,$7488,2006-07-01,2016
971,811,Visa,Credit,4171022488649330,2002-01-01,225,NO,1,$24900,1999-02-01,2010
2079,811,Mastercard,Debit,5246337038556760,2021-06-01,638,YES,2,$30971,2005-03-01,2020
387,811,Amex,Credit,399966116933253,2024-01-01,343,YES,1,$24400,2020-01-01,2020
444,811,Mastercard,Debit,5064137987234660,2020-02-01,599,YES,2,$53549,2020-01-01,2020
5277,811,Visa,Debit,4905540969337030,2018-09-01,573,YES,1,$53036,2013-10-01,2013
4358,811,Mastercard,Debit,5703849820939460,2024-12-01,300,YES,1,$35750,2011-08-01,2011
2318,811,Visa,Debit,4055403312631050,2021-07-01,902,YES,1,$33375,2013-03-01,2013
6019,1844,Visa,Debit (Prepaid),4587476056357150,2023-07-01,858,YES,2,$22,2010-12-01,2010
4421,1844,Discover,Credit,6521426249819190,2020-11-01,608,YES,1,$13100,2014-08-01,2014
3702,1844,Visa,Debit,4199712815274630,2024-10-01,440,YES,1,$16516,2003-07-01,2011
2854,1844,Mastercard,Credit,5172743861765170,2016-07-01,906,YES,1,$15700,2004-05-01,2011
4114,1844,Mastercard,Debit,5214643602729090,2024-05-01,474,YES,1,$21058,2003-08-01,2007
28,1852,Visa,Debit,4013876625955760,2023-10-01,543,YES,2,$36425,2002-01-01,2004
6127,1852,Visa,Debit (Prepaid),4966050979388900,2021-03-01,585,YES,2,$91,2016-12-01,2016
2477,1852,Mastercard,Credit,5247576622089390,2021-09-01,379,YES,1,$13400,2005-04-01,2014
2632,1852,Mastercard,Credit,5911319900289830,2021-04-01,37,YES,2,$21600,2010-04-01,2010
1463,1231,Mastercard,Debit,5058769177189800,2020-02-01,12,NO,1,$9090,2020-02-01,2020
5679,970,Visa,Debit,4682877628388630,2023-02-01,846,NO,1,$25942,2012-11-01,2012
1012,970,Mastercard,Credit,5882842508952740,2019-07-01,614,YES,2,$10700,2003-02-01,2013
1464,970,Mastercard,Credit,5637149260486790,2022-07-01,630,YES,2,$4900,2020-02-01,2020
1465,381,Mastercard,Credit,5115700923413240,2022-04-01,587,NO,1,$18100,2020-02-01,2020
388,1134,Amex,Credit,324640473359364,2024-03-01,659,YES,2,$7200,2020-01-01,2020
3708,1296,Mastercard,Debit,5033428838471720,2020-02-01,546,YES,2,$22660,2004-07-01,2007
3087,1296,Discover,Credit,6969946254132650,2022-12-01,588,YES,1,$19800,2011-05-01,2011
67,1296,Mastercard,Credit,5181226307106930,2024-11-01,820,YES,2,$15500,2005-01-01,2014
80,1296,Visa,Debit (Prepaid),4310689470082080,2023-06-01,458,YES,1,$13,2005-01-01,2008
3665,1296,Mastercard,Debit,5051066154001740,2021-06-01,526,YES,2,$4317,2001-07-01,2011
2014,1880,Mastercard,Debit,5456915066505060,2021-12-01,553,NO,1,$14719,2000-03-01,2008
4906,1880,Mastercard,Debit,5132664334960880,2021-05-01,593,YES,1,$9532,2017-09-01,2017
3757,1880,Mastercard,Credit,5752873844240560,2020-03-01,486,YES,1,$10900,2006-07-01,2014
5365,322,Mastercard,Credit,5494228198326750,2024-09-01,428,YES,2,$6200,2001-11-01,2012
5425,322,Mastercard,Debit,5789639625525450,2012-12-01,43,YES,2,$2903,2005-11-01,2011
5758,322,Mastercard,Debit,5392957769023380,2020-10-01,803,YES,2,$4355,1999-12-01,2010
5482,461,Mastercard,Debit,5182820825620430,2021-04-01,126,YES,1,$28963,2007-11-01,2012
3172,461,Mastercard,Debit,5102353988152900,2022-12-01,667,YES,2,$20913,2016-05-01,2016
1209,461,Mastercard,Debit,5033135709911480,2024-07-01,170,YES,1,$23344,2010-02-01,2010
5313,461,Mastercard,Debit,5611522756791990,2020-01-01,882,YES,2,$33642,2016-10-01,2016
4762,1165,Mastercard,Debit,5037404409791940,2022-01-01,681,YES,1,$14695,2010-09-01,2011
126,1448,Mastercard,Credit,5571363047071890,2023-09-01,510,YES,1,$13200,2007-01-01,2015
4685,1448,Visa,Debit,4083033843851770,2020-01-01,173,YES,1,$29950,2008-09-01,2013
5907,1448,Visa,Credit,4829916759482890,2024-07-01,768,YES,2,$4600,2007-12-01,2011
2428,1288,Mastercard,Debit,5458492483408540,2022-12-01,92,YES,1,$10051,2002-04-01,2011
1013,1288,Mastercard,Debit,5879094230635420,2015-12-01,729,YES,2,$9796,2003-02-01,2013
5145,1178,Mastercard,Debit,5769435406360320,2021-10-01,957,YES,1,$17826,2009-10-01,2009
5854,1178,Mastercard,Debit,5588799529406910,2024-11-01,778,YES,1,$19086,2006-12-01,2009
5296,1178,Visa,Debit,4410685608952630,2024-06-01,265,YES,2,$17345,2014-10-01,2014
1327,1178,Visa,Debit,4470822684089910,2020-09-01,923,YES,2,$17976,2013-02-01,2013
383,1178,Visa,Debit,4804338444306720,2022-01-01,279,YES,2,$16447,2019-01-01,2019
5129,1391,Visa,Debit,4194362281636450,2024-10-01,271,YES,2,$29573,2008-10-01,2009
5995,1391,Mastercard,Debit (Prepaid),5436469451844820,2021-12-01,48,YES,2,$98,2010-12-01,2010
4107,1391,Mastercard,Debit,5648865641388290,2019-08-01,71,YES,2,$2559,2002-08-01,2012
36,1391,Mastercard,Debit,5914243757284140,2012-10-01,436,YES,2,$6552,2003-01-01,2010
445,838,Mastercard,Credit,5193780952753620,2021-01-01,591,YES,2,$13800,2020-01-01,2020
1466,54,Mastercard,Debit,5957925302951750,2020-08-01,746,YES,1,$16375,2020-02-01,2020
749,54,Visa,Debit,4557061225558440,2023-05-01,780,YES,1,$14213,2020-01-01,2020
1772,54,Visa,Debit (Prepaid),4883222888293060,2020-09-01,2,YES,1,$73,2020-02-01,2020
3801,1452,Mastercard,Debit,5476407228285230,2022-11-01,688,YES,2,$53466,2007-07-01,2013
282,1602,Visa,Credit,4698943729070490,2020-09-01,450,YES,1,$6600,2011-01-01,2013
6105,1602,Mastercard,Credit,5579147219556300,2022-06-01,806,NO,2,$7200,2015-12-01,2015
446,1938,Mastercard,Debit,5099614207935760,2020-11-01,856,YES,1,$2868,2020-01-01,2020
422,1938,Discover,Credit,6177503172021500,2024-05-01,97,YES,1,$3400,2020-01-01,2020
5231,1492,Mastercard,Debit,5188130978534930,2022-01-01,446,YES,1,$12915,2011-10-01,2013
2615,1492,Visa,Debit (Prepaid),4860320285002450,2023-12-01,366,YES,2,$84,2009-04-01,2017
2776,1492,Discover,Credit,6417599205270840,2021-07-01,504,YES,2,$17600,2018-04-01,2018
5452,1492,Mastercard,Debit,5516722949603670,2012-12-01,621,YES,1,$31542,2006-11-01,2009
3563,1492,Mastercard,Debit,5891053637541510,2022-02-01,362,YES,2,$23049,2013-06-01,2013
6134,1492,Visa,Debit,4222570131769030,2020-05-01,141,YES,1,$29734,2017-12-01,2017
4818,1492,Visa,Credit,4453742478192140,2020-01-01,346,YES,2,$27000,2011-09-01,2016
2171,1492,Mastercard,Debit (Prepaid),5335984658439100,2022-11-01,320,YES,1,$18,2008-03-01,2010
6106,688,Mastercard,Debit,5708150083756690,2023-04-01,824,YES,1,$17848,2015-12-01,2015
3042,688,Mastercard,Debit,5238684130320060,2022-11-01,870,NO,1,$25563,2010-05-01,2010
5209,688,Visa,Credit,4740880792169370,2020-04-01,168,YES,2,$12000,2010-10-01,2010
1296,688,Amex,Credit,361648729239104,2018-11-01,709,NO,2,$6600,2012-02-01,2012
389,749,Amex,Credit,363305614201313,2023-09-01,943,NO,1,$5600,2020-01-01,2020
1773,749,Visa,Debit,4360859456629850,2022-11-01,428,YES,3,$11873,2020-02-01,2020
1467,749,Mastercard,Credit,5498016831726770,2020-02-01,871,YES,1,$7200,2020-02-01,2020
1395,643,Amex,Credit,381572912003735,2024-08-01,145,YES,1,$10000,2020-02-01,2020
5597,643,Mastercard,Credit,5079302523329050,2023-04-01,381,YES,2,$500,2010-11-01,2010
1468,1219,Mastercard,Debit,5546998350637120,2020-02-01,718,YES,1,$22697,2020-02-01,2020
2309,1219,Mastercard,Credit,5326031764905960,2023-08-01,437,YES,1,$18000,2013-03-01,2013
3466,1219,Mastercard,Debit,5096150037217370,2024-10-01,862,YES,1,$32903,2010-06-01,2010
2804,1198,Visa,Debit,4489873116412360,2021-08-01,547,YES,2,$12764,1999-05-01,2010
1388,1198,Mastercard,Credit,5621725368325860,2022-10-01,60,YES,1,$6300,2019-02-01,2019
4660,898,Mastercard,Debit,5923138803280580,2022-02-01,934,YES,2,$7541,2008-09-01,2013
3356,898,Visa,Debit,4447989421793040,2022-03-01,995,YES,2,$1266,2007-06-01,2012
4870,898,Mastercard,Credit,5000307662634780,2020-04-01,263,NO,1,$9500,2014-09-01,2014
3467,882,Mastercard,Debit,5707305515533510,2020-04-01,203,YES,2,$1837,2010-06-01,2010
1079,882,Mastercard,Debit,5864987017850550,2023-08-01,258,YES,2,$17453,2006-02-01,2008
2977,348,Visa,Debit,4228885239928180,2013-10-01,543,NO,1,$28283,2008-05-01,2012
3073,348,Visa,Credit,4210237285941910,2020-04-01,160,YES,1,$13500,2010-05-01,2012
3554,348,Visa,Credit,4877073763902890,2014-07-01,786,YES,2,$13300,2012-06-01,2012
2597,633,Mastercard,Debit,5558040779986500,2021-09-01,69,YES,2,$17941,2009-04-01,2009
3489,1493,Visa,Credit,4642496218651970,2018-04-01,594,YES,1,$14400,2010-06-01,2012
4003,1493,Visa,Credit,4244401907291510,2020-04-01,120,YES,1,$4400,2012-07-01,2012
1469,1493,Mastercard,Credit,5157439545898690,2020-03-01,657,YES,1,$13000,2020-02-01,2020
1774,1493,Visa,Debit,4079516725179260,2023-04-01,72,YES,2,$22701,2020-02-01,2020
1470,1161,Mastercard,Credit,5597117503471640,2024-08-01,934,NO,1,$16100,2020-02-01,2020
1471,1161,Mastercard,Debit,5808372218918200,2023-09-01,138,YES,2,$7629,2020-02-01,2020
2691,217,Mastercard,Debit,5565497732362120,2022-03-01,430,NO,1,$16538,2012-04-01,2012
174,217,Visa,Debit,4072893581482200,2020-12-01,578,YES,2,$22746,2008-01-01,2010
1364,217,Mastercard,Debit,5161929618424760,2016-07-01,743,YES,1,$9737,2016-02-01,2016
1266,217,Mastercard,Credit,5359358098670030,2019-07-01,428,YES,1,$6500,2011-02-01,2014
1267,217,Mastercard,Debit,5093514487076210,2020-06-01,889,YES,2,$2650,2011-02-01,2013
207,217,Visa,Credit,4409790595650710,2012-05-01,839,YES,2,$8200,2009-01-01,2011
5448,217,Amex,Credit,373325875666765,2022-01-01,204,YES,2,$6200,2006-11-01,2013
5449,1877,Amex,Credit,366837170672753,2021-01-01,803,YES,2,$22600,2006-11-01,2014
2107,1877,Mastercard,Debit,5260255791659840,2024-05-01,428,YES,2,$6940,2006-03-01,2009
2398,1877,Mastercard,Debit,5911939393457820,2024-03-01,410,YES,2,$23408,1996-04-01,2008
5414,1877,Visa,Credit,4226284680001630,2022-09-01,966,YES,2,$9700,2004-11-01,2007
3758,668,Mastercard,Debit,5624997997810580,2024-06-01,992,NO,2,$10538,2006-07-01,2006
4097,668,Mastercard,Debit,5752209560237460,2023-03-01,385,YES,2,$6853,2001-08-01,2006
5778,668,Mastercard,Debit,5470018669871080,2020-10-01,598,YES,2,$607,2002-12-01,2010
4318,668,Mastercard,Credit,5764603958082860,2021-08-01,397,YES,1,$0,2010-08-01,2010
5015,668,Visa,Debit,4378354586828460,2021-06-01,644,YES,2,$8253,2004-10-01,2011
750,533,Visa,Debit,4415203972868490,2020-09-01,847,YES,2,$8492,2020-01-01,2020
242,203,Visa,Credit,4716309780327850,2022-07-01,275,YES,1,$9100,2010-01-01,2010
3966,203,Mastercard,Credit,5175414290540890,2022-04-01,497,NO,2,$2600,2011-07-01,2011
5375,203,Mastercard,Credit,5079431552272490,2024-05-01,813,NO,1,$7300,2002-11-01,2010
5166,1738,Visa,Credit,4841586209388610,2020-08-01,207,YES,1,$15000,2009-10-01,2009
1472,1738,Mastercard,Credit,5133341979041600,2024-04-01,497,YES,2,$18700,2020-02-01,2020
751,1738,Visa,Debit,4044685132149960,2021-05-01,579,YES,1,$21458,2020-01-01,2020
5623,1738,Visa,Credit,4825181289428260,2020-04-01,635,NO,1,$15700,2010-11-01,2014
6099,713,Mastercard,Debit,5533057740649370,2020-01-01,13,YES,2,$20765,2014-12-01,2014
1473,713,Mastercard,Debit,5137811039972620,2022-06-01,170,NO,2,$18101,2020-02-01,2020
1775,713,Visa,Credit,4409545480052950,2024-11-01,528,YES,1,$8400,2020-02-01,2020
447,713,Mastercard,Debit,5169705466479210,2020-03-01,66,YES,1,$1737,2020-01-01,2020
1474,1631,Mastercard,Credit,5782138554730430,2020-02-01,217,YES,2,$20900,2020-02-01,2020
1776,1631,Visa,Credit,4450097042295690,2021-11-01,601,YES,1,$23700,2020-02-01,2020
448,1631,Mastercard,Credit,5298079382002760,2021-11-01,989,YES,1,$17500,2020-01-01,2020
5978,1487,Visa,Debit,4911894810892310,2024-06-01,769,YES,1,$26083,2009-12-01,2009
2978,1487,Visa,Debit,4394014058373530,2022-10-01,943,YES,1,$31589,2008-05-01,2008
4946,1487,Visa,Credit,4984110253172320,2021-06-01,453,YES,2,$24200,2000-10-01,2013
1475,1265,Mastercard,Debit,5658875071888530,2020-02-01,190,YES,2,$18321,2020-02-01,2020
5376,370,Mastercard,Debit,5377126168537130,2022-10-01,94,YES,2,$7551,2002-11-01,2010
4127,370,Mastercard,Debit,5606824501502070,2014-06-01,451,YES,1,$15377,2004-08-01,2011
5093,370,Visa,Debit,4501704511432200,2023-03-01,324,YES,1,$12990,2007-10-01,2016
3490,370,Visa,Debit,4015096339812700,2023-02-01,494,YES,1,$8509,2010-06-01,2010
5702,1014,Visa,Debit,4467199760802870,2014-11-01,176,YES,1,$96907,2014-11-01,2014
2200,1014,Visa,Credit,4081474027835140,2015-07-01,45,YES,1,$43900,2008-03-01,2013
5436,1014,Visa,Debit (Prepaid),4868297041449160,2020-10-01,440,YES,2,$76,2005-11-01,2007
449,290,Mastercard,Debit,5843714671989150,2020-01-01,533,YES,2,$50915,2020-01-01,2020
1777,290,Visa,Debit,4052306795072860,2021-12-01,369,YES,2,$31767,2020-02-01,2020
3862,985,Visa,Credit,4229889369220690,2024-04-01,82,YES,2,$13200,2008-07-01,2010
1268,985,Mastercard,Credit,5936949471946670,2022-10-01,372,YES,2,$16000,2011-02-01,2012
752,985,Visa,Debit,4748458102584200,2024-07-01,223,YES,2,$18132,2020-01-01,2020
2704,985,Visa,Credit,4862788591864790,2019-02-01,466,YES,1,$300,2012-04-01,2012
2808,135,Mastercard,Debit,5736838327060440,2022-11-01,714,YES,2,$2236,2000-05-01,2015
4791,135,Visa,Debit,4528854599819260,2019-08-01,451,YES,2,$21591,2010-09-01,2010
1476,307,Mastercard,Debit,5956798767354530,2020-04-01,927,YES,2,$11521,2020-02-01,2020
753,307,Visa,Credit,4949830998579620,2020-06-01,561,NO,1,$8600,2020-01-01,2020
4112,1783,Amex,Credit,323782494048404,2020-03-01,659,YES,1,$9800,2003-08-01,2010
1154,1783,Visa,Credit,4172882144788970,2012-03-01,902,YES,2,$11300,2008-02-01,2009
2598,1783,Mastercard,Credit,5153494647482340,2019-10-01,492,YES,1,$8400,2009-04-01,2011
10,1783,Mastercard,Debit,5513208341097350,2023-12-01,789,YES,1,$16597,1999-01-01,2009
4655,1783,Amex,Credit,316138720673532,2020-09-01,876,YES,2,$9400,2008-09-01,2008
5908,1321,Visa,Debit,4709941855155410,2008-12-01,122,YES,1,$18702,2007-12-01,2007
3357,1511,Visa,Debit,4725438629956460,2022-06-01,675,YES,1,$24806,2007-06-01,2007
5502,1511,Visa,Debit,4992990568824240,2023-05-01,457,YES,1,$19856,2007-11-01,2011
1238,900,Visa,Debit (Prepaid),4580252759299280,2021-02-01,397,YES,2,$68,2010-02-01,2010
3412,900,Amex,Credit,347103137777594,2022-12-01,791,YES,2,$4900,2009-06-01,2009
1477,953,Mastercard,Debit,5779387577644600,2022-02-01,421,YES,1,$13390,2020-02-01,2020
1396,953,Amex,Credit,343258769247986,2024-11-01,210,YES,3,$8400,2020-02-01,2020
1297,233,Amex,Credit,374396421501669,2024-03-01,659,YES,2,$13700,2012-02-01,2012
3605,406,Discover,Credit,6308795344040910,2024-11-01,205,YES,2,$4200,2016-06-01,2016
5167,1069,Visa,Debit,4439832703761210,2020-08-01,424,YES,2,$2292,2009-10-01,2015
3922,1069,Amex,Credit,304372446656131,2021-03-01,495,YES,1,$8800,2010-07-01,2010
5453,180,Mastercard,Credit,5881384408371200,2023-03-01,312,NO,2,$7600,2006-11-01,2009
2888,180,Visa,Credit,4966727954053970,2021-11-01,756,YES,2,$6200,2005-05-01,2018
3208,996,Mastercard,Credit,5784959743819570,2023-07-01,348,YES,1,$12900,1999-06-01,2011
4661,996,Mastercard,Debit,5617375085275810,2022-06-01,228,YES,2,$18820,2008-09-01,2015
